train_loss,train_acc,train_combined_loss,train_langts,train_hausdorff,train_acc_md_and_color_color,train_acc_md_or_color_color,train_acc_md_color,train_acc_md_shape,train_acc_md_and_shape_shape,train_acc_md_and_color_shape,train_acc_md_or_shape_shape,train_acc_md_or_color_shape,test_loss,test_acc,test_combined_loss,test_langts,test_hausdorff,test_acc_md_and_color_color,test_acc_md_or_color_color,test_acc_md_color,test_acc_md_shape,test_acc_md_and_shape_shape,test_acc_md_and_color_shape,test_acc_md_or_shape_shape,test_acc_md_or_color_shape,dataset,name,n,train_ts,train_reprts,test_ts,test_reprts
0.04970724442425896,0.9857591258049012,0.04970724442425896,0.0020039219954447788,0.0020039219954447788,,,,,,0.9857591162614964,,,0.05275035693364985,0.9865338298152477,0.05275035693364985,-0.000502309910867395,-0.000502309910867395,,,,,,0.9865338221586801,,,shapeworld_ref,ref,0,,,,
0.0675559937953949,0.9802900124605967,0.0675559937953949,0.0008218537736052359,0.0008218537736052359,,,,,,0.9802899987175185,,,0.07385819514884669,0.9782647182380453,0.07385819514884669,-0.0022053349941588644,-0.0022053349941588644,,,,,,0.978264704395743,,,shapeworld_ref,ref,1,,,,
0.045700351324151546,0.9867205962181091,0.045700351324151546,0.00022110587315179054,0.00022110587315179054,,,,,,0.9867205867578003,,,0.055807816193384284,0.9851970675131855,0.055807816193384284,-0.002539458040112721,-0.002539458040112721,,,,,,0.9851970572971245,,,shapeworld_ref,ref,2,,,,
0.04567856144379167,0.9865620676657731,0.04567856144379167,0.0007970817765035827,0.0007970817765035827,,,,,,0.9865620573746807,,,0.05040692625676885,0.9857823594457964,0.05040692625676885,-0.00048196221229383426,-0.00048196221229383426,,,,,,0.9857823515955138,,,shapeworld_ref,ref,3,,,,
0.04784412923104623,0.985862361969667,0.04784412923104623,0.001096542162028731,0.001096542162028731,,,,,,0.9858623515356989,,,0.05345087531296646,0.9859617720912484,0.05345087531296646,-0.00047091314079589935,-0.00047091314079589935,,,,,,0.9859617632084036,,,shapeworld_ref,ref,4,,,,
0.29521217942237854,0.8920000123977662,0.29521217942237854,,0.13588362728052217,,,,,,,,,0.577887773513794,0.7035000109672547,0.577887773513794,,0.3367158170736453,,,,,,,,,cub,concept,0,0.25134085530193007,0.2959418038520468,0.43347069035311886,0.3581068998121043
0.31256967782974243,0.8745000267028809,0.31256967782974243,,0.16248866224624492,,,,,,,,,0.566336989402771,0.7205000066757202,0.566336989402771,,0.3356759508652849,,,,,,,,,cub,concept,1,0.29403562880848255,0.3855843206570414,0.49157063172834475,0.35049221025496147
0.28388234972953796,0.8990000367164612,0.28388234972953796,,0.12848948778282485,,,,,,,,,0.5126340985298157,0.7565000057220459,0.5126340985298157,,0.41431689914714337,,,,,,,,,cub,concept,2,0.30649783372922434,0.2659432307578853,0.5879284221131257,0.4651734710481162
0.29304593801498413,0.8885000133514405,0.29304593801498413,,0.14793545785851123,,,,,,,,,0.5637480616569519,0.7395000028610229,0.5637480616569519,,0.44645099765779894,,,,,,,,,cub,concept,3,0.29441843670321194,0.31842017977036224,0.554340105857552,0.46965089794512793
0.3289371430873871,0.871000018119812,0.3289371430873871,,0.12583881556231055,,,,,,,,,0.5762278437614441,0.738000009059906,0.5762278437614441,,0.3960975712561918,,,,,,,,,cub,concept,4,0.27295019564211115,0.3746662824733834,0.4849293693889658,0.3878064667786227
0.2791787385940552,0.8930000233650207,0.2791787385940552,,0.13883254546555326,,,,,,,,,0.5232363343238831,0.7475000166893006,0.5232363343238831,,0.42783218894186925,,,,,,,,,cub,setref,0,0.23785753686932937,0.25783922235374557,0.5415284601240679,0.4508047532011294
0.26321637630462646,0.8950000143051148,0.26321637630462646,,0.13526553824468923,,,,,,,,,0.46550804376602173,0.7830000114440918,0.46550804376602173,,0.35585753597388703,,,,,,,,,cub,setref,1,0.2820382967690568,0.347920526298931,0.4333962910405355,0.4348780130722471
0.24130569398403168,0.9060000324249268,0.24130569398403168,,0.1830977066678683,,,,,,,,,0.4827917814254761,0.7610000133514404,0.4827917814254761,,0.43986453800177266,,,,,,,,,cub,setref,2,0.2541548899046587,0.3301575635388174,0.5157455437826682,0.5090211309575591
0.23155814409255981,0.9105000257492065,0.23155814409255981,,0.1799573642991353,,,,,,,,,0.4611770510673523,0.7849999952316284,0.4611770510673523,,0.4550788391904655,,,,,,,,,cub,setref,3,0.2929778106191459,0.35013050400291074,0.5356822055902899,0.5388242803022739
0.2765870988368988,0.893000020980835,0.2765870988368988,,0.07155200998566087,,,,,,,,,0.4904577136039734,0.7705000185966492,0.4904577136039734,,0.4243162690455912,,,,,,,,,cub,setref,4,0.18486518676369826,0.2500914121986493,0.5228845697006075,0.4669281995317778
0.18751084804534912,0.9370000338554383,0.18751084804534912,,0.0715063008703211,,,,,,,,,0.2847437560558319,0.8920000171661377,0.2847437560558319,,0.14145964954241755,,,,,,,,,cub,ref,0,-0.006496996843747591,0.03808531337307315,0.05888316387186825,0.048221062732801856
0.2515067160129547,0.9065000224113464,0.2515067160129547,,0.051011586166667726,,,,,,,,,0.3239525258541107,0.8665000176429749,0.3239525258541107,,0.07933215175959366,,,,,,,,,cub,ref,1,0.015729122110420005,-0.0328255160527315,0.03891973251587803,-0.01954128603519162
0.24951685965061188,0.911500027179718,0.24951685965061188,,0.003051162252671812,,,,,,,,,0.3359322249889374,0.8780000257492065,0.3359322249889374,,0.087872144549858,,,,,,,,,cub,ref,2,-0.027348644224051696,0.025541020793678943,0.07597692295062947,0.05345182474823011
0.15611271560192108,0.946000018119812,0.15611271560192108,,0.06367275973231165,,,,,,,,,0.21963147819042206,0.9055000114440918,0.21963147819042206,,0.12749977328186274,,,,,,,,,cub,ref,3,0.01080377140490739,-0.015393468270328793,0.0630604943616829,0.07903796469585742
0.15756626427173615,0.9525000286102295,0.15756626427173615,,0.01951267659920171,,,,,,,,,0.2516595721244812,0.9055000066757202,0.2516595721244812,,0.1021565371488264,,,,,,,,,cub,ref,4,0.008986072785468605,0.025348517261817086,0.09049506823792416,0.09698525975757788
0.30349230440612324,0.8652544910179651,0.30349230440612324,,0.0563675045391229,,,,,,,,,0.4657927631974934,0.7989820359281438,0.4657927631974934,,0.09215996791926426,,,,,,,,,cub,ref_xent,0,0.03874447953579066,0.02792580599977944,0.05988141476829269,0.025428227325513954
0.3249748734656922,0.8541017964071859,0.3249748734656922,,0.04241979358834984,,,,,,,,,0.461965112807508,0.7989520958083834,0.461965112807508,,0.08299983296708631,,,,,,,,,cub,ref_xent,1,0.03361420842182935,-0.0005800397717279289,0.04810471712783052,0.025650263350922638
0.22435003677438833,0.9041616766467061,0.22435003677438833,,0.05577140147230334,,,,,,,,,0.3798004282627277,0.8382335329341315,0.3798004282627277,,0.0741880786721153,,,,,,,,,cub,ref_xent,2,0.04843636902512037,0.029430257040059124,0.05515133096096082,0.048524756588812286
0.31596218593820125,0.860074850299402,0.31596218593820125,,0.04363762696613708,,,,,,,,,0.48846715260408596,0.7824251497005984,0.48846715260408596,,0.10067727831323157,,,,,,,,,cub,ref_xent,3,0.02275985075455375,0.002666964055882017,0.06429144274107897,0.04447418537197423
0.2686027209469658,0.8837275449101784,0.2686027209469658,,0.06078562639016796,,,,,,,,,0.38450156518085277,0.8329640718562874,0.38450156518085277,,0.09425382851072775,,,,,,,,,cub,ref_xent,4,0.03058155197086814,0.009038922327649327,0.06372188832744127,0.045140593663518684
