metric,lang_type,value,split,dataset,name,i
acc,acre_<s> not yellow and not ellipse </s>,0.7844444556368722,train,cub,setref,0
acc,acre_<s> not yellow and triangle </s>,0.6756521833979565,train,cub,setref,0
acc,ground_truth_1_<s> not yellow and not ellipse </s>,0.8961111187934876,train,cub,setref,0
acc,ground_truth_1_<s> not yellow and triangle </s>,0.8043478382670362,train,cub,setref,0
acc,same_concept_<s> not yellow and not ellipse </s>,0.89888889392217,train,cub,setref,0
acc,same_concept_<s> not yellow and triangle </s>,0.7943478382152059,train,cub,setref,0
acc,random_<s> not yellow and not ellipse </s>,0.5155555666320853,train,cub,setref,0
acc,random_<s> not yellow and triangle </s>,0.5191304467294527,train,cub,setref,0
acc,any_concept_<s> not yellow and not ellipse </s>,0.4888888974984487,train,cub,setref,0
acc,any_concept_<s> not yellow and triangle </s>,0.4995652276212754,train,cub,setref,0
acc,closest_concept_<s> not yellow and not ellipse </s>,0.6427777922815747,train,cub,setref,0
acc,closest_concept_<s> not yellow and triangle </s>,0.40000000566892,train,cub,setref,0
acc,ground_truth_2_<s> not yellow and not ellipse </s>,0.972777779897054,train,cub,setref,0
acc,ground_truth_2_<s> not yellow and triangle </s>,0.8904347974321116,train,cub,setref,0
acc,acre_<s> green or triangle </s>,0.6347619192940849,train,cub,setref,0
acc,ground_truth_1_<s> green or triangle </s>,0.8552381038665772,train,cub,setref,0
acc,same_concept_<s> green or triangle </s>,0.8347619161719367,train,cub,setref,0
acc,random_<s> green or triangle </s>,0.5147619150578976,train,cub,setref,0
acc,any_concept_<s> green or triangle </s>,0.505238104008493,train,cub,setref,0
acc,closest_concept_<s> green or triangle </s>,0.43285715157787,train,cub,setref,0
acc,ground_truth_2_<s> green or triangle </s>,0.9300000065848941,train,cub,setref,0
acc,acre_<s> green and square </s>,0.7051282168963017,train,cub,setref,0
acc,ground_truth_1_<s> green and square </s>,0.7728205228463197,train,cub,setref,0
acc,same_concept_<s> green and square </s>,0.7707692409173036,train,cub,setref,0
acc,random_<s> green and square </s>,0.5043589828679195,train,cub,setref,0
acc,any_concept_<s> green and square </s>,0.49871795867116026,train,cub,setref,0
acc,closest_concept_<s> green and square </s>,0.5125641125517014,train,cub,setref,0
acc,ground_truth_2_<s> green and square </s>,0.8582051402483231,train,cub,setref,0
acc,acre_<s> not gray or not triangle </s>,0.6643750115297735,train,cub,setref,0
acc,ground_truth_1_<s> not gray or not triangle </s>,0.7934375120326876,train,cub,setref,0
acc,same_concept_<s> not gray or not triangle </s>,0.7793750124052167,train,cub,setref,0
acc,random_<s> not gray or not triangle </s>,0.5031250100582838,train,cub,setref,0
acc,any_concept_<s> not gray or not triangle </s>,0.5050000090617687,train,cub,setref,0
acc,closest_concept_<s> not gray or not triangle </s>,0.5387500098906457,train,cub,setref,0
acc,ground_truth_2_<s> not gray or not triangle </s>,0.8631250124424696,train,cub,setref,0
acc,acre_<s> green or not ellipse </s>,0.5808333451549212,train,cub,setref,0
acc,acre_<s> not red or square </s>,0.7100000111829667,train,cub,setref,0
acc,ground_truth_1_<s> green or not ellipse </s>,0.7758333444595337,train,cub,setref,0
acc,ground_truth_1_<s> not red or square </s>,0.6838095338571639,train,cub,setref,0
acc,same_concept_<s> green or not ellipse </s>,0.7050000116229057,train,cub,setref,0
acc,same_concept_<s> not red or square </s>,0.6823809660616376,train,cub,setref,0
acc,random_<s> green or not ellipse </s>,0.5233333426217238,train,cub,setref,0
acc,random_<s> not red or square </s>,0.48619048389650527,train,cub,setref,0
acc,any_concept_<s> green or not ellipse </s>,0.519166675209999,train,cub,setref,0
acc,any_concept_<s> not red or square </s>,0.4961904852872803,train,cub,setref,0
acc,closest_concept_<s> green or not ellipse </s>,0.4450000072518984,train,cub,setref,0
acc,closest_concept_<s> not red or square </s>,0.42523810274544216,train,cub,setref,0
acc,ground_truth_2_<s> green or not ellipse </s>,0.8591666787862777,train,cub,setref,0
acc,ground_truth_2_<s> not red or square </s>,0.78904763062795,train,cub,setref,0
acc,acre_<s> not gray or ellipse </s>,0.7827272848649458,train,cub,setref,0
acc,acre_<s> red and square </s>,0.5425925996568468,train,cub,setref,0
acc,ground_truth_1_<s> not gray or ellipse </s>,0.8027272820472717,train,cub,setref,0
acc,ground_truth_1_<s> red and square </s>,0.7840740857300935,train,cub,setref,0
acc,same_concept_<s> not gray or ellipse </s>,0.7863636472008445,train,cub,setref,0
acc,same_concept_<s> red and square </s>,0.7711111236501623,train,cub,setref,0
acc,random_<s> not gray or ellipse </s>,0.49363637194037435,train,cub,setref,0
acc,random_<s> red and square </s>,0.5255555674709655,train,cub,setref,0
acc,any_concept_<s> not gray or ellipse </s>,0.5309091001749039,train,cub,setref,0
acc,any_concept_<s> red and square </s>,0.4966666773513511,train,cub,setref,0
acc,closest_concept_<s> not gray or ellipse </s>,0.5118181908672507,train,cub,setref,0
acc,closest_concept_<s> red and square </s>,0.4303703780527468,train,cub,setref,0
acc,ground_truth_2_<s> not gray or ellipse </s>,0.8663636511022395,train,cub,setref,0
acc,ground_truth_2_<s> red and square </s>,0.851481498170782,train,cub,setref,0
acc,acre_<s> not blue or square </s>,0.5993939486416904,train,cub,setref,0
acc,ground_truth_1_<s> not blue or square </s>,0.7269697088183779,train,cub,setref,0
acc,same_concept_<s> not blue or square </s>,0.717272740241253,train,cub,setref,0
acc,random_<s> not blue or square </s>,0.5090909202442024,train,cub,setref,0
acc,any_concept_<s> not blue or square </s>,0.4921212202220252,train,cub,setref,0
acc,closest_concept_<s> not blue or square </s>,0.43969697938723995,train,cub,setref,0
acc,ground_truth_2_<s> not blue or square </s>,0.8069697101910909,train,cub,setref,0
acc,acre_<s> blue and not ellipse </s>,0.7024000132083893,train,cub,setref,0
acc,acre_<s> not white or not ellipse </s>,0.6288000084161759,train,cub,setref,0
acc,ground_truth_1_<s> blue and not ellipse </s>,0.8072000122070313,train,cub,setref,0
acc,ground_truth_1_<s> not white or not ellipse </s>,0.8020000135898591,train,cub,setref,0
acc,same_concept_<s> blue and not ellipse </s>,0.826400013923645,train,cub,setref,0
acc,same_concept_<s> not white or not ellipse </s>,0.7676000120639801,train,cub,setref,0
acc,random_<s> blue and not ellipse </s>,0.49200001028180124,train,cub,setref,0
acc,random_<s> not white or not ellipse </s>,0.5060000096559525,train,cub,setref,0
acc,any_concept_<s> blue and not ellipse </s>,0.5076000106930733,train,cub,setref,0
acc,any_concept_<s> not white or not ellipse </s>,0.5048000093102455,train,cub,setref,0
acc,closest_concept_<s> blue and not ellipse </s>,0.30520000445842743,train,cub,setref,0
acc,closest_concept_<s> not white or not ellipse </s>,0.46400000739097597,train,cub,setref,0
acc,ground_truth_2_<s> blue and not ellipse </s>,0.8812000098228454,train,cub,setref,0
acc,ground_truth_2_<s> not white or not ellipse </s>,0.8584000110626221,train,cub,setref,0
acc,acre_<s> green and not ellipse </s>,0.7404762040291514,train,cub,setref,0
acc,acre_<s> not red and not circle </s>,0.7427777916193008,train,cub,setref,0
acc,acre_<s> not blue or triangle </s>,0.6223529538687538,train,cub,setref,0
acc,ground_truth_1_<s> green and not ellipse </s>,0.9226190578369867,train,cub,setref,0
acc,ground_truth_1_<s> not red and not circle </s>,0.8022222313616011,train,cub,setref,0
acc,ground_truth_1_<s> not blue or triangle </s>,0.8464705993147458,train,cub,setref,0
acc,same_concept_<s> green and not ellipse </s>,0.8959523890699659,train,cub,setref,0
acc,same_concept_<s> not red and not circle </s>,0.8188889033264584,train,cub,setref,0
acc,same_concept_<s> not blue or triangle </s>,0.8523529547102311,train,cub,setref,0
acc,random_<s> green and not ellipse </s>,0.48428572364861056,train,cub,setref,0
acc,random_<s> not red and not circle </s>,0.4844444528222084,train,cub,setref,0
acc,random_<s> not blue or triangle </s>,0.5158823639154434,train,cub,setref,0
acc,any_concept_<s> green and not ellipse </s>,0.507619056708756,train,cub,setref,0
acc,any_concept_<s> not red and not circle </s>,0.5183333451549212,train,cub,setref,0
acc,any_concept_<s> not blue or triangle </s>,0.4852941256673897,train,cub,setref,0
acc,closest_concept_<s> green and not ellipse </s>,0.34142857681782474,train,cub,setref,0
acc,closest_concept_<s> not red and not circle </s>,0.6205555644300249,train,cub,setref,0
acc,closest_concept_<s> not blue or triangle </s>,0.34647059335428126,train,cub,setref,0
acc,ground_truth_2_<s> green and not ellipse </s>,0.9480952418985821,train,cub,setref,0
acc,ground_truth_2_<s> not red and not circle </s>,0.8911111228995853,train,cub,setref,0
acc,ground_truth_2_<s> not blue or triangle </s>,0.9170588297002455,train,cub,setref,0
acc,acre_<s> not yellow or circle </s>,0.6800000113248825,train,cub,setref,0
acc,acre_<s> green and not rectangle </s>,0.645263168372606,train,cub,setref,0
acc,ground_truth_1_<s> not yellow or circle </s>,0.8730000102519989,train,cub,setref,0
acc,ground_truth_1_<s> green and not rectangle </s>,0.7157894843503049,train,cub,setref,0
acc,same_concept_<s> not yellow or circle </s>,0.8340000110864639,train,cub,setref,0
acc,same_concept_<s> green and not rectangle </s>,0.7242105377347846,train,cub,setref,0
acc,random_<s> not yellow or circle </s>,0.5225000096857548,train,cub,setref,0
acc,random_<s> green and not rectangle </s>,0.4910526426999193,train,cub,setref,0
acc,any_concept_<s> not yellow or circle </s>,0.4930000078678131,train,cub,setref,0
acc,any_concept_<s> green and not rectangle </s>,0.4931579047127774,train,cub,setref,0
acc,closest_concept_<s> not yellow or circle </s>,0.3285000049322844,train,cub,setref,0
acc,closest_concept_<s> green and not rectangle </s>,0.4005263234439649,train,cub,setref,0
acc,ground_truth_2_<s> not yellow or circle </s>,0.8865000104904175,train,cub,setref,0
acc,ground_truth_2_<s> green and not rectangle </s>,0.7794736975117733,train,cub,setref,0
acc,acre_<s> not red and not ellipse </s>,0.6853333445390065,train,cub,setref,0
acc,acre_<s> gray and not circle </s>,0.7418181928721341,train,cub,setref,0
acc,ground_truth_1_<s> not red and not ellipse </s>,0.7606666787465414,train,cub,setref,0
acc,ground_truth_1_<s> gray and not circle </s>,0.8118181981823661,train,cub,setref,0
acc,same_concept_<s> not red and not ellipse </s>,0.8026666784286499,train,cub,setref,0
acc,same_concept_<s> gray and not circle </s>,0.8118181943893432,train,cub,setref,0
acc,random_<s> not red and not ellipse </s>,0.46933334171772,train,cub,setref,0
acc,random_<s> gray and not circle </s>,0.4600000099702315,train,cub,setref,0
acc,any_concept_<s> not red and not ellipse </s>,0.5100000084439913,train,cub,setref,0
acc,any_concept_<s> gray and not circle </s>,0.495454555478963,train,cub,setref,0
acc,closest_concept_<s> not red and not ellipse </s>,0.6520000114043554,train,cub,setref,0
acc,closest_concept_<s> gray and not circle </s>,0.466363645141775,train,cub,setref,0
acc,ground_truth_2_<s> not red and not ellipse </s>,0.9180000058809916,train,cub,setref,0
acc,ground_truth_2_<s> gray and not circle </s>,0.840000010620464,train,cub,setref,0
acc,acre_<s> green or rectangle </s>,0.5967857277819089,train,cub,setref,0
acc,ground_truth_1_<s> green or rectangle </s>,0.6892857238650322,train,cub,setref,0
acc,same_concept_<s> green or rectangle </s>,0.6989285843712943,train,cub,setref,0
acc,random_<s> green or rectangle </s>,0.510357151819127,train,cub,setref,0
acc,any_concept_<s> green or rectangle </s>,0.48357143721410206,train,cub,setref,0
acc,closest_concept_<s> green or rectangle </s>,0.4467857234179974,train,cub,setref,0
acc,ground_truth_2_<s> green or rectangle </s>,0.8314285865851812,train,cub,setref,0
acc,acre_<s> gray and triangle </s>,0.7070000123977661,train,cub,setref,0
acc,ground_truth_1_<s> gray and triangle </s>,0.7810000109672547,train,cub,setref,0
acc,same_concept_<s> gray and triangle </s>,0.7500000137090683,train,cub,setref,0
acc,random_<s> gray and triangle </s>,0.49700000658631327,train,cub,setref,0
acc,any_concept_<s> gray and triangle </s>,0.4870000037550926,train,cub,setref,0
acc,closest_concept_<s> gray and triangle </s>,0.44500000596046446,train,cub,setref,0
acc,ground_truth_2_<s> gray and triangle </s>,0.8130000114440918,train,cub,setref,0
acc,acre_<s> not yellow and not triangle </s>,0.7317647187148824,train,cub,setref,0
acc,ground_truth_1_<s> not yellow and not triangle </s>,0.8258823619169348,train,cub,setref,0
acc,same_concept_<s> not yellow and not triangle </s>,0.8776470675187953,train,cub,setref,0
acc,random_<s> not yellow and not triangle </s>,0.5264705985346261,train,cub,setref,0
acc,any_concept_<s> not yellow and not triangle </s>,0.49000000883551204,train,cub,setref,0
acc,closest_concept_<s> not yellow and not triangle </s>,0.6388235411223243,train,cub,setref,0
acc,ground_truth_2_<s> not yellow and not triangle </s>,0.918823540911955,train,cub,setref,0
acc,acre_<s> yellow or not square </s>,0.7240540667160137,train,cub,setref,0
acc,acre_<s> not white or not square </s>,0.48733334471782047,train,cub,setref,0
acc,acre_<s> gray or triangle </s>,0.6785000124573708,train,cub,setref,0
acc,ground_truth_1_<s> yellow or not square </s>,0.801891902491853,train,cub,setref,0
acc,ground_truth_1_<s> not white or not square </s>,0.7900000107288361,train,cub,setref,0
acc,ground_truth_1_<s> gray or triangle </s>,0.8085000133514404,train,cub,setref,0
acc,same_concept_<s> yellow or not square </s>,0.8072973106358502,train,cub,setref,0
acc,same_concept_<s> not white or not square </s>,0.738666676680247,train,cub,setref,0
acc,same_concept_<s> gray or triangle </s>,0.8360000121593475,train,cub,setref,0
acc,random_<s> yellow or not square </s>,0.5062162255717291,train,cub,setref,0
acc,random_<s> not white or not square </s>,0.5213333423932394,train,cub,setref,0
acc,random_<s> gray or triangle </s>,0.5045000090450048,train,cub,setref,0
acc,any_concept_<s> yellow or not square </s>,0.4883783879715043,train,cub,setref,0
acc,any_concept_<s> not white or not square </s>,0.4946666763226191,train,cub,setref,0
acc,any_concept_<s> gray or triangle </s>,0.4925000096857548,train,cub,setref,0
acc,closest_concept_<s> yellow or not square </s>,0.3583783838998627,train,cub,setref,0
acc,closest_concept_<s> not white or not square </s>,0.48800000647703806,train,cub,setref,0
acc,closest_concept_<s> gray or triangle </s>,0.4305000080168247,train,cub,setref,0
acc,ground_truth_2_<s> yellow or not square </s>,0.8821621753074027,train,cub,setref,0
acc,ground_truth_2_<s> not white or not square </s>,0.8393333478768666,train,cub,setref,0
acc,ground_truth_2_<s> gray or triangle </s>,0.929500008225441,train,cub,setref,0
acc,acre_<s> not blue and triangle </s>,0.6167857268026897,train,cub,setref,0
acc,acre_<s> not gray and not circle </s>,0.6875000104308129,train,cub,setref,0
acc,ground_truth_1_<s> not blue and triangle </s>,0.8821428660835539,train,cub,setref,0
acc,ground_truth_1_<s> not gray and not circle </s>,0.7837500117719174,train,cub,setref,0
acc,same_concept_<s> not blue and triangle </s>,0.8285714421953474,train,cub,setref,0
acc,same_concept_<s> not gray and not circle </s>,0.7687500145286321,train,cub,setref,0
acc,random_<s> not blue and triangle </s>,0.4975000111652272,train,cub,setref,0
acc,random_<s> not gray and not circle </s>,0.4962500096298754,train,cub,setref,0
acc,any_concept_<s> not blue and triangle </s>,0.49428572356700895,train,cub,setref,0
acc,any_concept_<s> not gray and not circle </s>,0.5062500078231096,train,cub,setref,0
acc,closest_concept_<s> not blue and triangle </s>,0.3342857186815568,train,cub,setref,0
acc,closest_concept_<s> not gray and not circle </s>,0.5712500115856528,train,cub,setref,0
acc,ground_truth_2_<s> not blue and triangle </s>,0.912142864721162,train,cub,setref,0
acc,ground_truth_2_<s> not gray and not circle </s>,0.8781250134110451,train,cub,setref,0
acc,acre_<s> white and rectangle </s>,0.685714294229235,train,cub,setref,0
acc,ground_truth_1_<s> white and rectangle </s>,0.8000000068119594,train,cub,setref,0
acc,same_concept_<s> white and rectangle </s>,0.762857152734484,train,cub,setref,0
acc,random_<s> white and rectangle </s>,0.5085714387042182,train,cub,setref,0
